Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Statistical Cause En,Total Precipitation,Windspeed
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal,points failure,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Schiphol-Lelystad C,points failure,6,5
1,7,infrastructure,10-Feb-11,10-Feb-11,7,90,2,60,10,11,7,80,20,3,2,Rotterdam C-Delft/Hoek v H Strand,damaged overhead wires,6,5
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Deventer-Almelo,person hit by a train,5,3
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Vlissingen-Roosendaal,person hit by a train,5,3
1,7,infrastructure,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Ede-Wageningen-Amersfoort,signal failure,5,3
1,7,accidents,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Enschede-Hengelo,person hit by a train,5,3
1,7,engineering work,11-Feb-11,11-Feb-11,6,100,1,70,9,10,6,90,20,5,1,Arnhem-Nijmegen/Tiel,repair works,5,3
1,5,infrastructure,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Arnhem-Winterswijk,signal failure,7,5
1,5,infrastructure,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Rotterdam C-Amsterdam C,damaged overhead wires,7,5
1,5,unknown,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Rotterdam C-Amsterdam C,cause yet unknown,7,5
1,5,external,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Hilversum,by police orders,7,5
1,5,unknown,12-Feb-11,12-Feb-11,8,90,2,70,9,12,7,80,10,3,3,Venlo-Mönchengladbach/Roermond,an obstruction on the line,7,5
1,6,rolling stock,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Rotterdam C-Amsterdam C/Utrecht Centraal,broken down train,0,4
1,6,rolling stock,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Tiel-Arnhem,broken down train,0,4
1,6,infrastructure,13-Feb-11,13-Feb-11,0,90,0,70,8,9,6,80,10,3,3,Amersfoort-Deventer,signal and level crossing failure,0,4
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,"Amsterdam C-Rotterdam C, Utrecht Centraal-Den Haag C/Rotterdam C",points failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Venlo-Eindhoven,points failure,3,3
1,6,rolling stock,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Amersfoort-Zwolle,broken down train,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Rotterdam C-Schiphol,signal failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Amsterdam C-Haarlem,damaged overhead wires,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Utrecht Centraal-Arnhem/Rhenen,signalling and points failure,3,3
1,6,infrastructure,14-Feb-11,14-Feb-11,5,90,1,70,8,9,5,80,20,4,1,Winterswijk-Zutphen,signal failure,3,3
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,KHbf-Arnhem,signal failure,1,4
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,Alphen a/d Rijn-Utrecht Centraal,signalling and points failure,1,4
1,5,infrastructure,15-Feb-11,15-Feb-11,2,90,1,70,8,9,6,80,10,2,2,Winterswijk-Zutphen,signal and level crossing failure,1,4
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Alphen a/d Rijn-Gouda,signal failure,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Amersfoort-Zwolle,damaged railway bridge,0,3
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Utrecht Centraal-'s-Hertogenbosch,signal failure,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Rhenen-Utrecht Centraal,person hit by a train,0,3
1,6,infrastructure,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Utrecht Centraal-Amersfoort,damaged overhead wires,0,3
1,6,accidents,16-Feb-11,16-Feb-11,1,90,0,70,10,8,5,70,40,2,2,Deventer-Zwolle,person hit by a train,0,3
1,3,infrastructure,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Arnhem-Winterswijk,signal and level crossing failure,0,4
1,3,infrastructure,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Delfzijl-Groningen,signal and level crossing failure,0,4
1,3,accidents,17-Feb-11,17-Feb-11,0,90,0,70,8,10,6,70,10,0,2,Den Haag C-Leiden Centraal,person hit by a train,0,4
1,1,infrastructure,18-Feb-11,18-Feb-11,0,80,0,50,2,9,5,80,40,0,3,Rotterdam C-Den Haag C,signal and level crossing failure,0,4
1,1,rolling stock,18-Feb-11,18-Feb-11,0,80,0,50,2,9,5,80,40,0,3,Rotterdam C-Amsterdam C,broken down train,0,4
1,2,rolling stock,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Arnhem-Schiphol/Utrecht Centraal,broken down train,0,6
1,2,unknown,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Lelystad C-Schiphol,cause yet unknown,0,6
1,2,accidents,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Enkhuizen-Amsterdam C/Schiphol,person hit by a train,0,6
1,2,infrastructure,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Groningen-Roodeschool,points failure,0,6
1,2,accidents,19-Feb-11,19-Feb-11,1,80,0,60,4,11,7,70,40,0,4,Dordrecht-Breda/Roosendaal,person hit by a train,0,6
1,0,rolling stock,20-Feb-11,20-Feb-11,0,70,0,70,2,12,8,60,50,-2,5,Rotterdam C-Amsterdam C,broken down train,0,6
1,0,infrastructure,20-Feb-11,20-Feb-11,0,70,0,70,2,12,8,60,50,-2,5,Groningen-Roodeschool,signalling and points failure,0,6
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Roodeschool-Groningen,signal failure,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Tilburg-Breda,points failure,0,5
1,-2,logistical,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Utrecht Centraal,an earlier disruption,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,'s-Hertogenbosch,signalling and points failure,0,5
1,-2,rolling stock,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Utrecht Centraal-Arnhem,broken down train,0,5
1,-2,infrastructure,21-Feb-11,21-Feb-11,0,70,0,70,2,10,7,60,60,-4,4,Leer (Ostfr.)-Groningen,signal failure,0,5
1,-2,rolling stock,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Utrecht Centraal-Den Haag C,broken down train,0,4
1,-2,infrastructure,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Zwolle-Leeuwarden,damaged railway bridge,0,4
1,-2,accidents,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Deventer-Apeldoorn,person hit by a train,0,4
1,-2,rolling stock,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Haarlem-Amsterdam C,broken down train,0,4
1,-2,infrastructure,22-Feb-11,22-Feb-11,0,70,0,70,2,8,5,50,60,-6,2,Zwolle-Groningen,points failure,0,4
1,0,infrastructure,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Delfzijl-Groningen,signal failure,4,5
1,0,rolling stock,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Arnhem-Winterswijk,broken down train,4,5
1,0,infrastructure,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Leeuwarden-Harlingen Haven,signal failure,4,5
1,0,accidents,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Amsterdam C-Leiden Centraal,person hit by a train,4,5
1,0,external,23-Feb-11,23-Feb-11,6,80,1,60,3,11,7,60,20,-3,3,Amsterdam C-Alkmaar/Enkhuizen/Uitgeest,by police orders,4,5
1,4,infrastructure,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Amsterdam C-Rotterdam C,points failure,2,3
1,4,infrastructure,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Breda-Roosendaal/Rotterdam C,signal failure,2,3
1,4,unknown,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Utrecht Centraal-Schiphol,cause yet unknown,2,3
1,4,unknown,24-Feb-11,24-Feb-11,4,100,1,40,6,10,6,90,0,1,1,Schiphol-Alkmaar/Enkhuizen,cause yet unknown,2,3
1,7,infrastructure,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Venlo-Mönchengladbach/Roermond,points failure,0,4
1,7,infrastructure,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Amersfoort-Deventer,signal and level crossing failure,0,4
1,7,logistical,25-Feb-11,25-Feb-11,1,100,0,40,8,8,5,100,0,5,2,Leiden Centraal-Amsterdam C/Schiphol,an earlier disruption,0,4
1,7,rolling stock,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Amersfoort-Apeldoorn/Ede-Wageningen,broken down train,5,5
1,7,rolling stock,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Arnhem-Winterswijk,broken down train,5,5
1,7,infrastructure,26-Feb-11,26-Feb-11,7,100,2,60,9,12,7,90,10,6,4,Roosendaal-Breda,points failure,5,5
1,4,infrastructure,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Amersfoort-Ede-Wageningen,signal failure,12,6
1,4,accidents,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Groningen-Zwolle,collision,12,6
1,4,accidents,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Maastricht-Liège-Guillemins/Visé,person hit by a train,12,6
1,4,infrastructure,27-Feb-11,27-Feb-11,15,90,2,60,6,14,9,90,20,2,3,Nijmegen-'s-Hertogenbosch,signal and level crossing failure,12,6
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Nijmegen-'s-Hertogenbosch,person hit by a train,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Haarlem-Den Haag C/Den Haag HS,person hit by a train,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Alkmaar-Den Helder,damaged railway bridge,1,4
1,3,accidents,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Amsterdam C-Haarlem,person hit by a train,1,4
1,3,infrastructure,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Amsterdam C-Leiden Centraal,damaged overhead wires,1,4
1,3,external,28-Feb-11,28-Feb-11,3,90,0,40,4,8,5,90,10,1,2,Rotterdam C-Hoek v H Strand,by police orders,1,4
1,3,external,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Nijmegen-'s-Hertogenbosch,copper theft,0,5
1,3,accidents,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Roosendaal-Breda,person hit by a train,0,5
1,3,infrastructure,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Rotterdam C-Hoek v H Strand,damaged railway bridge,0,5
1,3,rolling stock,01-Mar-11,01-Mar-11,0,90,0,50,5,11,7,80,10,1,3,Arnhem-Winterswijk,broken down train,0,5
1,2,rolling stock,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Heerlen-Maastricht,broken down train,0,6
1,2,infrastructure,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Mönchengladbach-Venlo,damaged overhead wires,0,6
1,2,infrastructure,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Eindhoven-Schiphol,signalling and points failure,0,6
1,2,accidents,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,Nijmegen-Venlo,person hit by a train,0,6
1,2,accidents,02-Mar-11,02-Mar-11,0,80,0,50,6,11,7,70,20,-1,4,"Amsterdam C-Den Helder/Heerhugowaard, Haarlem-Hoorn",person hit by a train,0,6
1,1,rolling stock,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Alkmaar-Haarlem,broken down train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Breda-Tilburg,person hit by a train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Vlissingen-Roosendaal,person hit by a train,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Maastricht-Liège-Guillemins,person hit by a train,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen,repair works,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen/Tiel,repair works,0,5
1,1,accidents,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Utrecht Centraal,person hit by a train,0,5
1,1,engineering work,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Arnhem-Nijmegen/Tiel,repair works,0,5
1,1,infrastructure,03-Mar-11,03-Mar-11,0,80,0,60,5,10,6,60,20,-2,4,Amsterdam C-Amersfoort,points failure,0,5
1,0,staff,04-Mar-11,04-Mar-11,0,90,0,60,5,7,5,70,20,-3,2,Maastricht-Liège-Guillemins,staff strike,0,3
1,0,external,04-Mar-11,04-Mar-11,0,90,0,60,5,7,5,70,20,-3,2,Hilversum-Amsterdam C/Lelystad C/Schiphol,by police orders,0,3
1,3,infrastructure,05-Mar-11,05-Mar-11,0,90,0,70,6,9,6,70,20,-1,1,Nijverdal-Almelo,signal failure,0,3
1,2,infrastructure,06-Mar-11,06-Mar-11,0,70,0,80,6,9,6,50,60,-2,2,Nijmegen-Venlo,signal failure,0,4
1,2,engineering work,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Zwolle-Emmen,repair works,0,4
1,2,rolling stock,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Lelystad C-Schiphol,broken down train,0,4
1,2,rolling stock,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Arnhem-Winterswijk,broken down train,0,4
1,2,infrastructure,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Leiden Centraal-Amsterdam C/Haarlem/Hoorn,points failure,0,4
1,2,accidents,07-Mar-11,07-Mar-11,0,60,0,80,8,9,6,30,70,-2,2,Roosendaal-Breda,person hit by a train,0,4
1,4,infrastructure,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Nijmegen-Arnhem,points failure,0,4
1,4,infrastructure,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Amsterdam C-Rotterdam C/Schiphol/Utrecht Centraal,points failure,0,4
1,4,accidents,08-Mar-11,08-Mar-11,0,60,0,80,10,10,6,40,50,-2,2,Venlo-Eindhoven,person hit by a train,0,4
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Dordrecht-Breda/Roosendaal,signal failure,0,7
1,6,unknown,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Rotterdam C-Dordrecht,an obstruction on the line,0,7
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Zutphen-Hengelo,points failure,0,7
1,6,rolling stock,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Heerlen-Eindhoven,broken down train,0,7
1,6,infrastructure,09-Mar-11,09-Mar-11,1,80,0,70,9,15,10,70,40,3,4,Utrecht Centraal-Arnhem,points failure,0,7
1,7,engineering work,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Schiphol-Den Haag C/Rotterdam C,engineering works,0,9
1,7,staff,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Venlo,staff strike,0,9
1,7,external,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Amsterdam C-Haarlem,an emergency call,0,9
1,7,accidents,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Eindhoven-Venlo,collision,0,9
1,7,infrastructure,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Nijmegen-Arnhem,points failure,0,9
1,7,accidents,10-Mar-11,10-Mar-11,0,80,0,70,10,19,12,80,60,4,5,Alkmaar-Den Helder,collision,0,9
1,7,engineering work,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Den Haag C-Rotterdam C,over-running engineering works,0,5
1,7,infrastructure,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Arnhem-Winterswijk,signal and level crossing failure,0,5
1,7,infrastructure,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Groningen-Leer (Ostfr.),signalling and points failure,0,5
1,7,external,11-Mar-11,11-Mar-11,0,80,0,80,10,13,8,60,60,3,2,Zwolle-Groningen,by police orders,0,5
1,10,engineering work,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Utrecht Centraal-Hilversum,engineering works,1,4
1,10,accidents,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Zwolle-Groningen/Leeuwarden,person hit by a train,1,4
1,10,infrastructure,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Zutphen-Winterswijk,signalling and points failure,1,4
1,10,engineering work,13-Mar-11,13-Mar-11,2,80,0,80,13,9,6,70,40,8,1,Eindhoven-Venlo,repair works,1,4
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Winterswijk-Arnhem,signal failure,1,2
1,10,engineering work,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Breda-Dordrecht,over-running engineering works,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Roosendaal-Dordrecht,power failure,1,2
1,10,rolling stock,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Heerlen-Aachen/Kerkrade C,broken down train,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Winterswijk-Arnhem,signal and level crossing failure,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Utrecht Centraal-Amersfoort,signal and level crossing failure,1,2
1,10,unknown,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Maastricht-Heerlen,an obstruction on the line,1,2
1,10,accidents,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,"Ede-Wageningen-Arnhem, Utrecht Centraal-Ede-Wageningen/Rhenen",collision,1,2
1,10,infrastructure,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Stavoren-Leeuwarden,signal failure,1,2
1,10,unknown,14-Mar-11,14-Mar-11,2,90,0,60,13,7,4,80,10,7,1,Kerkrade C-Maastricht,cause yet unknown,1,2
1,10,engineering work,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Schiphol,over-running engineering works,0,5
1,10,infrastructure,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Zwolle-Nijverdal West,signalling and points failure,0,5
1,10,infrastructure,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Almelo-Nijverdal,signal failure,0,5
1,10,infrastructure,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Breda-Tilburg,signal and level crossing failure,0,5
1,10,accidents,15-Mar-11,15-Mar-11,0,90,0,60,15,11,7,70,10,7,3,Eindhoven-Venlo,person hit by a train,0,5
1,7,external,16-Mar-11,16-Mar-11,0,80,0,60,11,13,9,70,30,5,5,Sittard-Roermond,copper theft,0,7
1,7,unknown,16-Mar-11,16-Mar-11,0,80,0,60,11,13,9,70,30,5,5,Sittard-Eindhoven,an obstruction on the line,0,7
1,7,accidents,16-Mar-11,16-Mar-11,0,80,0,60,11,13,9,70,30,5,5,Utrecht Centraal-Den Haag C,person hit by a train,0,7
1,5,accidents,17-Mar-11,17-Mar-11,0,90,0,60,7,9,6,80,20,4,3,Venlo-Eindhoven,person hit by a train,0,4
1,5,infrastructure,17-Mar-11,17-Mar-11,0,90,0,60,7,9,6,80,20,4,3,Lelystad C-Schiphol,damaged overhead wires,0,4
1,5,infrastructure,17-Mar-11,17-Mar-11,0,90,0,60,7,9,6,80,20,4,3,Lelystad C-Amsterdam C,damaged overhead wires,0,4
1,5,infrastructure,17-Mar-11,17-Mar-11,0,90,0,60,7,9,6,80,20,4,3,Amersfoort-Amsterdam C,damaged overhead wires,0,4
1,5,infrastructure,17-Mar-11,17-Mar-11,0,90,0,60,7,9,6,80,20,4,3,Amersfoort-Schiphol,damaged overhead wires,0,4
1,6,accidents,18-Mar-11,18-Mar-11,6,90,1,70,9,9,5,80,20,3,2,Apeldoorn-Deventer,person hit by a train,5,3
1,6,accidents,18-Mar-11,18-Mar-11,6,90,1,70,9,9,5,80,20,3,2,Utrecht Centraal-'s-Hertogenbosch,damaged railway bridge,5,3
1,6,infrastructure,18-Mar-11,18-Mar-11,6,90,1,70,9,9,5,80,20,3,2,Leer (Ostfr.)-Groningen,signalling and points failure,5,3
1,4,accidents,19-Mar-11,19-Mar-11,0,80,0,80,9,7,4,50,20,-1,1,Eindhoven-Venlo,person hit by a train,0,3
1,4,infrastructure,19-Mar-11,19-Mar-11,0,80,0,80,9,7,4,50,20,-1,1,Leer (Ostfr.)-Groningen,signal failure,0,3
1,4,infrastructure,20-Mar-11,20-Mar-11,0,70,0,80,11,6,3,40,40,-2,1,Amsterdam C-Den Helder/Heerhugowaard,points failure,0,2
1,4,infrastructure,20-Mar-11,20-Mar-11,0,70,0,80,11,6,3,40,40,-2,1,Eindhoven-Schiphol,points failure,0,2
1,4,infrastructure,20-Mar-11,20-Mar-11,0,70,0,80,11,6,3,40,40,-2,1,Arnhem-Amsterdam C,points failure,0,2
1,4,infrastructure,20-Mar-11,20-Mar-11,0,70,0,80,11,6,3,40,40,-2,1,Rotterdam C-Amersfoort,points failure,0,2
1,4,infrastructure,20-Mar-11,20-Mar-11,0,70,0,80,11,6,3,40,40,-2,1,Utrecht Centraal-Schiphol,points failure,0,2
1,6,infrastructure,21-Mar-11,21-Mar-11,0,70,0,70,13,7,4,40,30,-1,1,Deventer-Enschede,signal and level crossing failure,0,2
1,6,accidents,21-Mar-11,21-Mar-11,0,70,0,70,13,7,4,40,30,-1,1,Zwolle-Amersfoort,person hit by a train,0,2
1,8,accidents,22-Mar-11,22-Mar-11,0,80,0,70,15,7,4,50,20,0,1,Harlingen-Leeuwarden,damaged railway bridge,0,2
1,8,accidents,22-Mar-11,22-Mar-11,0,80,0,70,15,7,4,50,20,0,1,Stavoren-Leeuwarden,collision,0,2
1,8,accidents,22-Mar-11,22-Mar-11,0,80,0,70,15,7,4,50,20,0,1,Hengelo-Deventer,collision,0,2
1,7,infrastructure,23-Mar-11,23-Mar-11,0,80,0,80,14,6,4,60,0,1,1,Arnhem-Nijmegen,signal and level crossing failure,0,2
1,9,unknown,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Rotterdam C-Dordrecht,an obstruction on the line,0,2
1,9,accidents,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Enschede-Gronau (Westf),collision,0,2
1,9,external,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Rotterdam C-Amersfoort,by police orders,0,2
1,9,rolling stock,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Tilburg-Eindhoven,broken down train,0,2
1,9,infrastructure,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Schiphol-Alkmaar/Amsterdam C/Enkhuizen,points failure,0,2
1,9,infrastructure,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Schiphol-Utrecht Centraal,points failure,0,2
1,9,infrastructure,24-Mar-11,24-Mar-11,0,80,0,80,16,6,4,60,30,1,1,Schiphol-Amersfoort,points failure,0,2
1,9,rolling stock,25-Mar-11,25-Mar-11,0,80,0,80,14,7,4,60,30,3,1,Leiden Centraal-Haarlem,broken down train,0,2
1,9,rolling stock,25-Mar-11,25-Mar-11,0,80,0,80,14,7,4,60,30,3,1,Amsterdam C-Rotterdam C/Utrecht Centraal,broken down train,0,2
1,5,unknown,26-Mar-11,26-Mar-11,1,80,0,80,8,8,5,60,60,1,1,Maastricht-Liège-Guillemins,cause yet unknown,0,3
1,5,engineering work,26-Mar-11,26-Mar-11,1,80,0,80,8,8,5,60,60,1,1,Venlo-Mönchengladbach,engineering works,0,3
1,5,accidents,26-Mar-11,26-Mar-11,1,80,0,80,8,8,5,60,60,1,1,Amersfoort-Zwolle,person hit by a train,0,3
1,5,external,26-Mar-11,26-Mar-11,1,80,0,80,8,8,5,60,60,1,1,Zutphen-Apeldoorn,by police orders,0,3
1,5,accidents,26-Mar-11,26-Mar-11,1,80,0,80,8,8,5,60,60,1,1,Venlo-Eindhoven,person hit by a train,0,3
1,5,engineering work,27-Mar-11,27-Mar-11,0,70,0,80,12,7,4,50,60,0,1,Leiden Centraal-Dordrecht,over-running engineering works,0,3
1,5,engineering work,27-Mar-11,27-Mar-11,0,70,0,80,12,7,4,50,60,0,1,Venlo-Mönchengladbach,engineering works,0,3
1,5,rolling stock,27-Mar-11,27-Mar-11,0,70,0,80,12,7,4,50,60,0,1,Rotterdam C-Utrecht Centraal,broken down train,0,3
1,5,unknown,28-Mar-11,28-Mar-11,0,80,0,80,11,7,4,60,30,-2,0,Rotterdam C-Dordrecht,an obstruction on the line,0,2
1,5,unknown,28-Mar-11,28-Mar-11,0,80,0,80,11,7,4,60,30,-2,0,Breda-Dordrecht,an obstruction on the line,0,2
1,5,unknown,28-Mar-11,28-Mar-11,0,80,0,80,11,7,4,60,30,-2,0,Den Haag C-Rotterdam C,an obstruction on the line,0,2
1,5,infrastructure,28-Mar-11,28-Mar-11,0,80,0,80,11,7,4,60,30,-2,0,Eindhoven-Venlo,signal failure,0,2
